"","X","A","B","uAuB","Au","Bu","E.x","E.y","pA","peA","pB","peB","Pr","PrUn","index","structure","posterior","groupPost","pgroup","trialtype","node","cesm","node2","node3"
"32",8,0,1,"01",0,1,1,1,0.9,0.5,0.8,0.5,0.18,0.25,8,"disjunctive",0.5,3,"1","d3","Bu=1",0.200012464296776,"Bu","Bu=1"
"33",9,0,1,"10",1,0,0,0,0.9,0.5,0.8,0.5,0.18,0.25,9,"disjunctive",0.5,2,"1","d2","A",0.336217882326205,"A","A=0"
"34",9,0,1,"10",1,0,0,0,0.9,0.5,0.8,0.5,0.18,0.25,9,"disjunctive",0.5,2,"1","d2","Au=1",-0.0262686411111888,"Au","Au=1"
"35",9,0,1,"10",1,0,0,0,0.9,0.5,0.8,0.5,0.18,0.25,9,"disjunctive",0.5,2,"1","d2","B",-0.0936147353288381,"B","B=1"
"36",9,0,1,"10",1,0,0,0,0.9,0.5,0.8,0.5,0.18,0.25,9,"disjunctive",0.5,2,"1","d2","Bu=0",0.886378845775473,"Bu","Bu=0"
"37",10,0,1,"10",1,0,1,0,0.9,0.5,0.8,0.5,0.18,0.25,10,"disjunctive",0,3,"1","d3","A",-0.336853040432787,"A","A=0"
"38",10,0,1,"10",1,0,1,0,0.9,0.5,0.8,0.5,0.18,0.25,10,"disjunctive",0,3,"1","d3","Au=1",0.0250244072378201,"Au","Au=1"
"39",10,0,1,"10",1,0,1,0,0.9,0.5,0.8,0.5,0.18,0.25,10,"disjunctive",0,3,"1","d3","B",0.0937822464687759,"B","B=1"
"40",10,0,1,"10",1,0,1,0,0.9,0.5,0.8,0.5,0.18,0.25,10,"disjunctive",0,3,"1","d3","Bu=0",-0.886278014489594,"Bu","Bu=0"
"41",11,0,1,"11",1,1,0,1,0.9,0.5,0.8,0.5,0.18,0.25,11,"disjunctive",0,2,"1","d2","A",0.0743878741677015,"A","A=0"
"42",11,0,1,"11",1,1,0,1,0.9,0.5,0.8,0.5,0.18,0.25,11,"disjunctive",0,2,"1","d2","Au=1",-0.00498576858879627,"Au","Au=1"
"43",11,0,1,"11",1,1,0,1,0.9,0.5,0.8,0.5,0.18,0.25,11,"disjunctive",0,2,"1","d2","B",-0.494655413001773,"B","B=1"
"44",11,0,1,"11",1,1,0,1,0.9,0.5,0.8,0.5,0.18,0.25,11,"disjunctive",0,2,"1","d2","Bu=1",-0.825089515269173,"Bu","Bu=1"
"45",12,0,1,"11",1,1,1,1,0.9,0.5,0.8,0.5,0.18,0.25,12,"disjunctive",0.5,3,"1","d3","A",-0.0733514980243343,"A","A=0"
"46",12,0,1,"11",1,1,1,1,0.9,0.5,0.8,0.5,0.18,0.25,12,"disjunctive",0.5,3,"1","d3","Au=1",0.00471125548345684,"Au","Au=1"
"47",12,0,1,"11",1,1,1,1,0.9,0.5,0.8,0.5,0.18,0.25,12,"disjunctive",0.5,3,"1","d3","B",0.494470280257981,"B","B=1"
"48",12,0,1,"11",1,1,1,1,0.9,0.5,0.8,0.5,0.18,0.25,12,"disjunctive",0.5,3,"1","d3","Bu=1",0.82519317628416,"Bu","Bu=1"
"49",13,1,0,"00",0,0,0,0,0.1,0.5,0.2,0.5,0.005,0.25,13,"disjunctive",0.5,4,"1","d4","A",-0.185290938837516,"A","A=1"
"50",13,1,0,"00",0,0,0,0,0.1,0.5,0.2,0.5,0.005,0.25,13,"disjunctive",0.5,4,"1","d4","Au=0",0.7202288295543,"Au","Au=0"
"51",13,1,0,"00",0,0,0,0,0.1,0.5,0.2,0.5,0.005,0.25,13,"disjunctive",0.5,4,"1","d4","B",0.162957337577655,"B","B=0"
"52",13,1,0,"00",0,0,0,0,0.1,0.5,0.2,0.5,0.005,0.25,13,"disjunctive",0.5,4,"1","d4","Bu=0",0.218531802295733,"Bu","Bu=0"
"53",14,1,0,"00",0,0,1,0,0.1,0.5,0.2,0.5,0.005,0.25,14,"disjunctive",0,5,"1","d5","A",0.184814614379104,"A","A=1"
"54",14,1,0,"00",0,0,1,0,0.1,0.5,0.2,0.5,0.005,0.25,14,"disjunctive",0,5,"1","d5","Au=0",-0.720463897632459,"Au","Au=0"
"55",14,1,0,"00",0,0,1,0,0.1,0.5,0.2,0.5,0.005,0.25,14,"disjunctive",0,5,"1","d5","B",-0.164500135543697,"B","B=0"
"56",14,1,0,"00",0,0,1,0,0.1,0.5,0.2,0.5,0.005,0.25,14,"disjunctive",0,5,"1","d5","Bu=0",-0.218893605130987,"Bu","Bu=0"
"57",15,1,0,"01",0,1,0,0,0.1,0.5,0.2,0.5,0.005,0.25,15,"disjunctive",0.5,4,"1","d4","A",-0.117753078876939,"A","A=1"
"58",15,1,0,"01",0,1,0,0,0.1,0.5,0.2,0.5,0.005,0.25,15,"disjunctive",0.5,4,"1","d4","Au=0",0.458994989590159,"Au","Au=0"
"59",15,1,0,"01",0,1,0,0,0.1,0.5,0.2,0.5,0.005,0.25,15,"disjunctive",0.5,4,"1","d4","B",0.710723461078483,"B","B=0"
"60",15,1,0,"01",0,1,0,0,0.1,0.5,0.2,0.5,0.005,0.25,15,"disjunctive",0.5,4,"1","d4","Bu=1",-0.166235380380983,"Bu","Bu=1"
"61",16,1,0,"01",0,1,1,0,0.1,0.5,0.2,0.5,0.005,0.25,16,"disjunctive",0,5,"1","d5","A",0.116387038447897,"A","A=1"
"62",16,1,0,"01",0,1,1,0,0.1,0.5,0.2,0.5,0.005,0.25,16,"disjunctive",0,5,"1","d5","Au=0",-0.455003610228553,"Au","Au=0"
"63",16,1,0,"01",0,1,1,0,0.1,0.5,0.2,0.5,0.005,0.25,16,"disjunctive",0,5,"1","d5","B",-0.712900313200885,"B","B=0"
"64",16,1,0,"01",0,1,1,0,0.1,0.5,0.2,0.5,0.005,0.25,16,"disjunctive",0,5,"1","d5","Bu=1",0.168321074228117,"Bu","Bu=1"
"65",17,1,0,"10",1,0,0,1,0.1,0.5,0.2,0.5,0.005,0.25,17,"disjunctive",0,4,"1","d4","A",-0.135433599341685,"A","A=1"
"66",17,1,0,"10",1,0,0,1,0.1,0.5,0.2,0.5,0.005,0.25,17,"disjunctive",0,4,"1","d4","Au=1",-0.528582483231997,"Au","Au=1"
"67",17,1,0,"10",1,0,0,1,0.1,0.5,0.2,0.5,0.005,0.25,17,"disjunctive",0,4,"1","d4","B",0.0755639136033757,"B","B=0"
"68",17,1,0,"10",1,0,0,1,0.1,0.5,0.2,0.5,0.005,0.25,17,"disjunctive",0,4,"1","d4","Bu=0",0.703766692325734,"Bu","Bu=0"
"69",18,1,0,"10",1,0,1,1,0.1,0.5,0.2,0.5,0.005,0.25,18,"disjunctive",0.5,5,"1","d5","A",0.134857604476429,"A","A=1"
"70",18,1,0,"10",1,0,1,1,0.1,0.5,0.2,0.5,0.005,0.25,18,"disjunctive",0.5,5,"1","d5","Au=1",0.52653621736436,"Au","Au=1"
"71",18,1,0,"10",1,0,1,1,0.1,0.5,0.2,0.5,0.005,0.25,18,"disjunctive",0.5,5,"1","d5","B",-0.0748060605240263,"B","B=0"
"72",18,1,0,"10",1,0,1,1,0.1,0.5,0.2,0.5,0.005,0.25,18,"disjunctive",0.5,5,"1","d5","Bu=0",-0.706496373844892,"Bu","Bu=0"
"73",19,1,0,"11",1,1,0,1,0.1,0.5,0.2,0.5,0.005,0.25,19,"disjunctive",0,4,"1","d4","A",-0.0347388675728489,"A","A=1"
"74",19,1,0,"11",1,1,0,1,0.1,0.5,0.2,0.5,0.005,0.25,19,"disjunctive",0,4,"1","d4","Au=1",-0.135458195213096,"Au","Au=1"
"75",19,1,0,"11",1,1,0,1,0.1,0.5,0.2,0.5,0.005,0.25,19,"disjunctive",0,4,"1","d4","B",0.470670088309273,"B","B=0"
"76",19,1,0,"11",1,1,0,1,0.1,0.5,0.2,0.5,0.005,0.25,19,"disjunctive",0,4,"1","d4","Bu=1",-0.779404523066838,"Bu","Bu=1"
"77",20,1,0,"11",1,1,1,1,0.1,0.5,0.2,0.5,0.005,0.25,20,"disjunctive",0.5,5,"1","d5","A",0.0343094732634029,"A","A=1"
"78",20,1,0,"11",1,1,1,1,0.1,0.5,0.2,0.5,0.005,0.25,20,"disjunctive",0.5,5,"1","d5","Au=1",0.136704711682745,"Au","Au=1"
"79",20,1,0,"11",1,1,1,1,0.1,0.5,0.2,0.5,0.005,0.25,20,"disjunctive",0.5,5,"1","d5","B",-0.4686348678076,"B","B=0"
"80",20,1,0,"11",1,1,1,1,0.1,0.5,0.2,0.5,0.005,0.25,20,"disjunctive",0.5,5,"1","d5","Bu=1",0.77990557364401,"Bu","Bu=1"
"81",21,1,1,"00",0,0,0,0,0.1,0.5,0.8,0.5,0.02,0.25,21,"disjunctive",1,6,"1","d6","A",-0.754429028697749,"A","A=1"
"82",21,1,1,"00",0,0,0,0,0.1,0.5,0.8,0.5,0.02,0.25,21,"disjunctive",1,6,"1","d6","Au=0",0.522459092479058,"Au","Au=0"
"83",21,1,1,"00",0,0,0,0,0.1,0.5,0.8,0.5,0.02,0.25,21,"disjunctive",1,6,"1","d6","B",-0.0486729656521862,"B","B=1"
"84",21,1,1,"00",0,0,0,0,0.1,0.5,0.8,0.5,0.02,0.25,21,"disjunctive",1,6,"1","d6","Bu=0",0.066168972780083,"Bu","Bu=0"
"85",22,1,1,"00",0,0,1,0,0.1,0.5,0.8,0.5,0.02,0.25,22,"disjunctive",0,7,"1","d7","A",0.754723077060964,"A","A=1"
"86",22,1,1,"00",0,0,1,0,0.1,0.5,0.8,0.5,0.02,0.25,22,"disjunctive",0,7,"1","d7","Au=0",-0.522001158561645,"Au","Au=0"
"87",22,1,1,"00",0,0,1,0,0.1,0.5,0.8,0.5,0.02,0.25,22,"disjunctive",0,7,"1","d7","B",0.0500935193231432,"B","B=1"
"88",22,1,1,"00",0,0,1,0,0.1,0.5,0.8,0.5,0.02,0.25,22,"disjunctive",0,7,"1","d7","Bu=0",-0.0683370063009333,"Bu","Bu=0"
"89",23,1,1,"01",0,1,0,1,0.1,0.5,0.8,0.5,0.02,0.25,23,"disjunctive",0,6,"1","d6","A",-0.654004592071517,"A","A=1"
"90",23,1,1,"01",0,1,0,1,0.1,0.5,0.8,0.5,0.02,0.25,23,"disjunctive",0,6,"1","d6","Au=0",0.451078189749256,"Au","Au=0"
"91",23,1,1,"01",0,1,0,1,0.1,0.5,0.8,0.5,0.02,0.25,23,"disjunctive",0,6,"1","d6","B",-0.30070343856152,"B","B=1"
"92",23,1,1,"01",0,1,0,1,0.1,0.5,0.8,0.5,0.02,0.25,23,"disjunctive",0,6,"1","d6","Bu=1",-0.0697471835687702,"Bu","Bu=1"
"93",24,1,1,"01",0,1,1,1,0.1,0.5,0.8,0.5,0.02,0.25,24,"disjunctive",0.333333333333333,7,"1","d7","A",0.653248933723493,"A","A=1"
"94",24,1,1,"01",0,1,1,1,0.1,0.5,0.8,0.5,0.02,0.25,24,"disjunctive",0.333333333333333,7,"1","d7","Au=0",-0.453404640865118,"Au","Au=0"
"95",24,1,1,"01",0,1,1,1,0.1,0.5,0.8,0.5,0.02,0.25,24,"disjunctive",0.333333333333333,7,"1","d7","B",0.299881001970602,"B","B=1"
"96",24,1,1,"01",0,1,1,1,0.1,0.5,0.8,0.5,0.02,0.25,24,"disjunctive",0.333333333333333,7,"1","d7","Bu=1",0.0698589425332556,"Bu","Bu=1"
"97",25,1,1,"10",1,0,0,1,0.1,0.5,0.8,0.5,0.02,0.25,25,"disjunctive",0,6,"1","d6","A",-0.691549525329079,"A","A=1"
"98",25,1,1,"10",1,0,0,1,0.1,0.5,0.8,0.5,0.02,0.25,25,"disjunctive",0,6,"1","d6","Au=1",-0.476578386468621,"Au","Au=1"
"99",25,1,1,"10",1,0,0,1,0.1,0.5,0.8,0.5,0.02,0.25,25,"disjunctive",0,6,"1","d6","B",-0.0299343926807807,"B","B=1"
"100",25,1,1,"10",1,0,0,1,0.1,0.5,0.8,0.5,0.02,0.25,25,"disjunctive",0,6,"1","d6","Bu=0",0.272478789959427,"Bu","Bu=0"
"101",26,1,1,"10",1,0,1,1,0.1,0.5,0.8,0.5,0.02,0.25,26,"disjunctive",0.333333333333333,7,"1","d7","A",0.691565096045171,"A","A=1"
"102",26,1,1,"10",1,0,1,1,0.1,0.5,0.8,0.5,0.02,0.25,26,"disjunctive",0.333333333333333,7,"1","d7","Au=1",0.477065390376797,"Au","Au=1"
"103",26,1,1,"10",1,0,1,1,0.1,0.5,0.8,0.5,0.02,0.25,26,"disjunctive",0.333333333333333,7,"1","d7","B",0.0293976783978591,"B","B=1"
"104",26,1,1,"10",1,0,1,1,0.1,0.5,0.8,0.5,0.02,0.25,26,"disjunctive",0.333333333333333,7,"1","d7","Bu=0",-0.270963429317039,"Bu","Bu=0"
"105",27,1,1,"11",1,1,0,1,0.1,0.5,0.8,0.5,0.02,0.25,27,"disjunctive",0,6,"1","d6","A",-0.285065939895786,"A","A=1"
"106",27,1,1,"11",1,1,0,1,0.1,0.5,0.8,0.5,0.02,0.25,27,"disjunctive",0,6,"1","d6","Au=1",-0.198222023391939,"Au","Au=1"
"107",27,1,1,"11",1,1,0,1,0.1,0.5,0.8,0.5,0.02,0.25,27,"disjunctive",0,6,"1","d6","B",-0.287906208515671,"B","B=1"
"108",27,1,1,"11",1,1,0,1,0.1,0.5,0.8,0.5,0.02,0.25,27,"disjunctive",0,6,"1","d6","Bu=1",-0.479805366873055,"Bu","Bu=1"
"109",28,1,1,"11",1,1,1,1,0.1,0.5,0.8,0.5,0.02,0.25,28,"disjunctive",0.333333333333333,7,"1","d7","A",0.285376502214326,"A","A=1"
"110",28,1,1,"11",1,1,1,1,0.1,0.5,0.8,0.5,0.02,0.25,28,"disjunctive",0.333333333333333,7,"1","d7","Au=1",0.198357628552606,"Au","Au=1"
"111",28,1,1,"11",1,1,1,1,0.1,0.5,0.8,0.5,0.02,0.25,28,"disjunctive",0.333333333333333,7,"1","d7","B",0.287829415689019,"B","B=1"
"112",28,1,1,"11",1,1,1,1,0.1,0.5,0.8,0.5,0.02,0.25,28,"disjunctive",0.333333333333333,7,"1","d7","Bu=1",0.480057890714172,"Bu","Bu=1"
"113",29,0,0,"00",0,0,0,0,0.9,0.5,0.2,0.5,0.045,0.25,1,"conjunctive",0.25,1,"1","c1","A",0.0691630118498526,"A","A=0"
"114",29,0,0,"00",0,0,0,0,0.9,0.5,0.2,0.5,0.045,0.25,1,"conjunctive",0.25,1,"1","c1","Au=0",0.0290281767599624,"Au","Au=0"
"115",29,0,0,"00",0,0,0,0,0.9,0.5,0.2,0.5,0.045,0.25,1,"conjunctive",0.25,1,"1","c1","B",0.0216606861563693,"B","B=0"
"116",29,0,0,"00",0,0,0,0,0.9,0.5,0.2,0.5,0.045,0.25,1,"conjunctive",0.25,1,"1","c1","Bu=0",0.0289794077486227,"Bu","Bu=0"
"117",30,0,0,"01",0,1,0,0,0.9,0.5,0.2,0.5,0.045,0.25,2,"conjunctive",0.25,1,"1","c1","A",0.177780895310137,"A","A=0"
"118",30,0,0,"01",0,1,0,0,0.9,0.5,0.2,0.5,0.045,0.25,2,"conjunctive",0.25,1,"1","c1","Au=0",0.0742408080467579,"Au","Au=0"
"119",30,0,0,"01",0,1,0,0,0.9,0.5,0.2,0.5,0.045,0.25,2,"conjunctive",0.25,1,"1","c1","B",0.055510872908194,"B","B=0"
"120",30,0,0,"01",0,1,0,0,0.9,0.5,0.2,0.5,0.045,0.25,2,"conjunctive",0.25,1,"1","c1","Bu=1",-0.0131154203929372,"Bu","Bu=1"
"121",31,0,0,"10",1,0,0,0,0.9,0.5,0.2,0.5,0.045,0.25,3,"conjunctive",0.25,1,"1","c1","A",0.138025209487496,"A","A=0"
"122",31,0,0,"10",1,0,0,0,0.9,0.5,0.2,0.5,0.045,0.25,3,"conjunctive",0.25,1,"1","c1","Au=1",-0.057645342905791,"Au","Au=1"
"123",31,0,0,"10",1,0,0,0,0.9,0.5,0.2,0.5,0.045,0.25,3,"conjunctive",0.25,1,"1","c1","B",0.00610693500356624,"B","B=0"
"124",31,0,0,"10",1,0,0,0,0.9,0.5,0.2,0.5,0.045,0.25,3,"conjunctive",0.25,1,"1","c1","Bu=0",0.0577263631940148,"Bu","Bu=0"
"125",32,0,0,"11",1,1,0,0,0.9,0.5,0.2,0.5,0.045,0.25,4,"conjunctive",0.25,1,"1","c1","A",0.34133512194269,"A","A=0"
"126",32,0,0,"11",1,1,0,0,0.9,0.5,0.2,0.5,0.045,0.25,4,"conjunctive",0.25,1,"1","c1","Au=1",-0.14245615898025,"Au","Au=1"
"127",32,0,0,"11",1,1,0,0,0.9,0.5,0.2,0.5,0.045,0.25,4,"conjunctive",0.25,1,"1","c1","B",0.0151408374424236,"B","B=0"
"128",32,0,0,"11",1,1,0,0,0.9,0.5,0.2,0.5,0.045,0.25,4,"conjunctive",0.25,1,"1","c1","Bu=1",-0.0251059639089886,"Bu","Bu=1"
"129",33,0,1,"00",0,0,0,0,0.9,0.5,0.8,0.5,0.18,0.25,5,"conjunctive",0.25,2,"1","c2","A",0.170764295550479,"A","A=0"
"130",33,0,1,"00",0,0,0,0,0.9,0.5,0.8,0.5,0.18,0.25,5,"conjunctive",0.25,2,"1","c2","Au=0",0.0126378848618116,"Au","Au=0"
"131",33,0,1,"00",0,0,0,0,0.9,0.5,0.8,0.5,0.18,0.25,5,"conjunctive",0.25,2,"1","c2","B",-0.053663847858141,"B","B=1"
"132",33,0,1,"00",0,0,0,0,0.9,0.5,0.8,0.5,0.18,0.25,5,"conjunctive",0.25,2,"1","c2","Bu=0",0.0717818182681161,"Bu","Bu=0"
"133",34,0,1,"01",0,1,0,0,0.9,0.5,0.8,0.5,0.18,0.25,6,"conjunctive",0.25,2,"1","c2","A",0.416005162886571,"A","A=0"
"134",34,0,1,"01",0,1,0,0,0.9,0.5,0.8,0.5,0.18,0.25,6,"conjunctive",0.25,2,"1","c2","Au=0",0.0308245410923042,"Au","Au=0"
"135",34,0,1,"01",0,1,0,0,0.9,0.5,0.8,0.5,0.18,0.25,6,"conjunctive",0.25,2,"1","c2","B",-0.130797457688784,"B","B=1"
"136",34,0,1,"01",0,1,0,0,0.9,0.5,0.8,0.5,0.18,0.25,6,"conjunctive",0.25,2,"1","c2","Bu=1",-0.0308933932393334,"Bu","Bu=1"
"137",35,0,1,"10",1,0,0,0,0.9,0.5,0.8,0.5,0.18,0.25,7,"conjunctive",0.25,2,"1","c2","A",0.342686902140041,"A","A=0"
"138",35,0,1,"10",1,0,0,0,0.9,0.5,0.8,0.5,0.18,0.25,7,"conjunctive",0.25,2,"1","c2","Au=1",-0.0252882879335965,"Au","Au=1"
"139",35,0,1,"10",1,0,0,0,0.9,0.5,0.8,0.5,0.18,0.25,7,"conjunctive",0.25,2,"1","c2","B",-0.0152385863388066,"B","B=1"
"140",35,0,1,"10",1,0,0,0,0.9,0.5,0.8,0.5,0.18,0.25,7,"conjunctive",0.25,2,"1","c2","Bu=0",0.143791340833183,"Bu","Bu=0"
"141",36,0,1,"11",1,1,0,0,0.9,0.5,0.8,0.5,0.18,0.25,8,"conjunctive",0.25,2,"1","c2","A",0.815837154147256,"A","A=0"
"142",36,0,1,"11",1,1,0,0,0.9,0.5,0.8,0.5,0.18,0.25,8,"conjunctive",0.25,2,"1","c2","Au=1",-0.0605324469230962,"Au","Au=1"
"143",36,0,1,"11",1,1,0,0,0.9,0.5,0.8,0.5,0.18,0.25,8,"conjunctive",0.25,2,"1","c2","B",-0.0363918766644164,"B","B=1"
"144",36,0,1,"11",1,1,0,0,0.9,0.5,0.8,0.5,0.18,0.25,8,"conjunctive",0.25,2,"1","c2","Bu=1",-0.0605400648535825,"Bu","Bu=1"
"145",37,1,0,"00",0,0,0,0,0.1,0.5,0.2,0.5,0.005,0.25,9,"conjunctive",0.25,3,"1","c3","A",-0.0381870018660387,"A","A=1"
"146",37,1,0,"00",0,0,0,0,0.1,0.5,0.2,0.5,0.005,0.25,9,"conjunctive",0.25,3,"1","c3","Au=0",0.149865996945695,"Au","Au=0"
"147",37,1,0,"00",0,0,0,0,0.1,0.5,0.2,0.5,0.005,0.25,9,"conjunctive",0.25,3,"1","c3","B",0.112036748287811,"B","B=0"
"148",37,1,0,"00",0,0,0,0,0.1,0.5,0.2,0.5,0.005,0.25,9,"conjunctive",0.25,3,"1","c3","Bu=0",0.149593024163615,"Bu","Bu=0"
"149",38,1,0,"01",0,1,0,0,0.1,0.5,0.2,0.5,0.005,0.25,10,"conjunctive",0.25,3,"1","c3","A",-0.091975023479138,"A","A=1"
"150",38,1,0,"01",0,1,0,0,0.1,0.5,0.2,0.5,0.005,0.25,10,"conjunctive",0.25,3,"1","c3","Au=0",0.359754714237101,"Au","Au=0"
"151",38,1,0,"01",0,1,0,0,0.1,0.5,0.2,0.5,0.005,0.25,10,"conjunctive",0.25,3,"1","c3","B",0.268825671835054,"B","B=0"
"152",38,1,0,"01",0,1,0,0,0.1,0.5,0.2,0.5,0.005,0.25,10,"conjunctive",0.25,3,"1","c3","Bu=1",-0.0635822560259165,"Bu","Bu=1"
"153",39,1,0,"10",1,0,0,0,0.1,0.5,0.2,0.5,0.005,0.25,11,"conjunctive",0.25,3,"1","c3","A",-0.0765160899001616,"A","A=1"
"154",39,1,0,"10",1,0,0,0,0.1,0.5,0.2,0.5,0.005,0.25,11,"conjunctive",0.25,3,"1","c3","Au=1",-0.298983123211515,"Au","Au=1"
"155",39,1,0,"10",1,0,0,0,0.1,0.5,0.2,0.5,0.005,0.25,11,"conjunctive",0.25,3,"1","c3","B",0.0318692879812461,"B","B=0"
"156",39,1,0,"10",1,0,0,0,0.1,0.5,0.2,0.5,0.005,0.25,11,"conjunctive",0.25,3,"1","c3","Bu=0",0.299321137977629,"Bu","Bu=0"
"157",40,1,0,"11",1,1,0,0,0.1,0.5,0.2,0.5,0.005,0.25,12,"conjunctive",0.25,3,"1","c3","A",-0.187610521561565,"A","A=1"
"158",40,1,0,"11",1,1,0,0,0.1,0.5,0.2,0.5,0.005,0.25,12,"conjunctive",0.25,3,"1","c3","Au=1",-0.737048414444615,"Au","Au=1"
"159",40,1,0,"11",1,1,0,0,0.1,0.5,0.2,0.5,0.005,0.25,12,"conjunctive",0.25,3,"1","c3","B",0.0781847000295871,"B","B=0"
